#Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 05.227.98.311.01 2018,4890.0,KOMUNAK-JAIAK,23000.0,23000.0,0.0,19489.49,3510.51,19489.49,19489.49,19489.49,19489.49,2018,31101,,2,,05
1 05.227.99.133.00 2018,4666.0,KONTRATUA:SEMAFOROEN MANTEN.,9500.0,9500.0,0.0,9276.0,224.0,9276.0,9276.0,9276.0,9276.0,2018,13300,,2,,05
1 05.227.99.171.00 2018,4667.0,KONTRATUA:PARKEAK-LORATEGIAK,482000.0,482000.0,0.0,477045.0,4955.0,477045.0,477045.0,477045.0,477045.0,2018,17100,,2,,05
1 05.227.99.311.00 2018,4668.0,KONTRATUA:ARRATOI-GARBIKETA,8000.0,8000.0,0.0,6790.0,1210.0,6790.0,6790.0,6790.0,6790.0,2018,31100,,2,,05
1 05.227.99.311.01 2018,4669.0,KONTRATUA:KOMUNEN GARBIKETA,29700.0,29700.0,0.0,32037.58,-2337.58,32037.58,29695.44,29695.44,29695.44,2018,31101,,2,,05
1 05.421.01.162.20 2018,5642.0,EKARPENA:SAN MARCOS,252000.0,252000.0,0.0,250099.78,1900.22,250099.78,250099.78,250099.78,250099.78,2018,16220,,4,,05
1 05.422.01.441.10 2018,4672.0,EKARPENA. GIPUZKOAKO GARRAIO AGENTZIA.,5000.0,5000.0,0.0,4391.0,609.0,4391.0,4391.0,4391.0,4391.0,2018,44110,,4,,05
1 05.422.02.414.00 2018,4673.0,EKARPENA:BEHEMENDI,30000.0,30000.0,0.0,28514.6,1485.4,28514.6,25183.6,25183.6,25183.6,2018,41400,,4,,05
1 05.471.01.441.10 2018,4674.0,DIRULAG.HERNANIKO HIRIBUSA,77896.0,77896.0,0.0,77896.0,0.0,77896.0,77896.0,77896.0,77896.0,2018,44110,,4,,05
1 05.601.01.134.00 2018,4676.0,IRISGARRITASUN OBRAK,30000.0,30000.0,0.0,7241.51,22758.49,7241.51,1010.24,1010.24,1010.24,2018,13400,,6,,05
1 05.601.01.134.00 2017,5763.0,IRISGARRITASUN PLANA,0.0,50549.75,0.0,50411.41,138.34,50411.41,50411.41,50411.41,50411.41,2017,13400,,6,,05
1 05.601.01.153.20 2018,4675.0,KALEEN ASFALTADOA,85000.0,85000.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,2018,15320,,6,,05
1 05.601.01.153.20 2017,5764.0,KALEEN ASFALTADOA,0.0,50806.99,0.0,50139.08,667.91,50139.08,50139.08,50139.08,50139.08,2017,15320,,6,,05
1 05.601.01.153.70 2018,4891.0,LANDA BIDEAK. INBERTSIOA,30000.0,356000.0,0.0,351720.82,4279.18,129620.82,118862.71,118862.71,102931.41,2018,15370,,6,,05
1 05.601.01.153.70 2017,5766.0,LANDA BIDEAK. INBERTSIOA,0.0,60186.51,0.0,60186.51,0.0,60186.51,60186.51,60186.51,60186.51,2017,15370,,6,,05
1 05.601.02.153.20 2017,5767.0,OINEZKO PASOAK,0.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,2017,15320,,6,,05
1 05.601.02.153.30 2018,5643.0,URBANIZAZIOA.MAÑE-FLAQUER PLAZA,100000.0,100000.0,0.0,100000.0,0.0,574.75,574.75,574.75,574.75,2018,15330,,6,,05
1 05.601.03.151.10 2018,5644.0,URBANIZAZIOA.PORTU-ELIZATXO,125000.0,155000.0,0.0,155000.0,0.0,17347.7,1778.7,1778.7,1778.7,2018,15110,,6,,05
1 05.601.04.151.10 2018,5645.0,BESTE URBANIZAZIOAK. LATSUNBE 13-20,20000.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,2018,15110,,6,,05
1 05.601.05.153.30 2018,4677.0,URBANIZAZIOA.SAGASTIALDE PARKEA,53000.0,93000.0,0.0,93000.0,0.0,79850.93,6098.4,6098.4,6098.4,2018,15330,,6,,05
1 05.609.01.171.00 2018,5239.0,LOREZAINTZA INBERTSIOAK,45000.0,45000.0,0.0,46796.85,-1796.85,6025.81,6025.81,6025.81,6025.81,2018,17100,,6,,05
1 05.609.01.171.00 2017,5768.0,LOREZAINTZA INBERTSIOAK,0.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,2017,17100,,6,,05
1 05.609.02.151.10 2015,5769.0,HAUR PARKEA ESTALI-ANTZIOLABERRI,0.0,338196.72,0.0,338196.72,0.0,8245.0,8245.0,8245.0,8245.0,2015,15110,,6,,05
1 05.609.03.153.20 2017,5770.0,HAINBAT URBANIZAZIO,0.0,1274.63,0.0,1274.63,0.0,1274.63,1274.63,1274.63,1274.63,2017,15320,,6,,05
1 05.609.03.153.30 2018,5242.0,KALE ALTZARIAK,45000.0,45000.0,0.0,45000.0,0.0,16802.03,5261.05,5261.05,5261.05,2018,15330,,6,,05
1 05.609.04.153.30 2018,5646.0,AUZOETAKO MARKESINAK,30000.0,60000.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,2018,15330,,6,,05
1 05.622.01.323.10 2018,4892.0,IKASTETXEAK-INBERTSIOAK,153000.0,183000.0,0.0,159020.86,23979.14,159020.86,134830.35,134830.35,134830.35,2018,32310,,6,,05
1 05.622.01.323.10 2017,5774.0,IKASTETXEAK-INBERTSIOAK,0.0,16000.0,0.0,3993.0,12007.0,3993.0,0.0,0.0,0.0,2017,32310,,6,,05
1 05.622.01.333.00 2017,5775.0,BITERI-ARETO NAGUSIA BERRIKUNTZA,0.0,81369.42,0.0,80999.72,369.7,80999.72,80999.72,80999.72,80999.72,2017,33300,,6,,05
1 05.622.01.920.02 2018,4681.0,INBERTSIOAK-UDAL ARETO NAGUSIA,80000.0,200000.0,0.0,200000.0,0.0,15845.89,15845.89,15845.89,15845.89,2018,92002,,6,,05
1 05.622.01.920.02 2017,5776.0,UDAL ERAIKINAK.INBERTSIOAK.,0.0,116709.03,0.0,94964.45,21744.58,94964.45,94964.45,94964.45,94964.45,2017,92002,,6,,05
1 05.623.01.160.00 2018,5245.0,HOBEKUNTZAK-SANEAMENDUA,45350.0,45350.0,0.0,44870.0,480.0,770.0,770.0,770.0,770.0,2018,16000,,6,,05
1 05.623.01.162.10 2017,5777.0,MAKINARIA-BARREDORA,0.0,148262.0,0.0,148262.0,0.0,0.0,0.0,0.0,0.0,2017,16210,,6,,05
1 05.623.01.164.00 2018,5246.0,HILERRIA INBERTSIOAK,79000.0,79000.0,0.0,79000.0,0.0,0.0,0.0,0.0,0.0,2018,16400,,6,,05
1 05.623.01.164.00 2017,5778.0,HILERRIA INBERTSIOAK,0.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2017,16400,,6,,05
1 05.623.01.241.00 2018,5647.0,GABRIEL ZELAIA-INSTALAZIOAK,28000.0,28000.0,0.0,31433.98,-3433.98,3433.98,3433.98,3433.98,0.0,2018,24100,,6,,05
1 05.623.02.161.00 2018,4683.0,HOBEKUNTZAK-UR HORNIDURA,50000.0,50000.0,0.0,38337.93,11662.07,8337.93,8337.93,8337.93,8337.93,2018,16100,,6,,05
1 05.623.02.161.00 2016,5779.0,INSTALAZIOAK: UR HORNIDURA,0.0,11692.89,0.0,5310.42,6382.47,5310.42,5310.42,5310.42,5310.42,2016,16100,,6,,05
1 05.623.02.165.00 2018,4684.0,HOBEKUNTZAK-KALEKO ARGIKUNTZA,30000.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,2018,16500,,6,,05
1 05.624.01.153.40 2018,5648.0,KAMIOIA.OBRETAKO LANTALDEA,90000.0,90000.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,2018,15340,,6,,05
1 05.624.01.153.40 2017,5781.0,ZERBITZUETAKO IBILGAILUA,0.0,35000.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,2017,15340,,6,,05
1 05.624.02.153.40 2017,5782.0,ZERBITZUETAKO KAMIOIA-GRUA,0.0,72600.0,0.0,72600.0,0.0,0.0,0.0,0.0,0.0,2017,15340,,6,,05
1 05.625.99.162.10 2017,5783.0,AUZOKONPOSTA,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2017,16210,,6,,05
1 09.226.99.135.00 2017,5785.0,HERABAKI-11-SUTEEN PREBENTZIOA,0.0,9400.0,0.0,9400.0,0.0,0.0,0.0,0.0,0.0,2017,13500,,2,,09
1 09.226.99.231.03 2017,5786.0,HERABAKI-6-HAURRENTZAT PARKEA,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,2017,23103,,2,,09
1 09.226.99.332.10 2017,5787.0,HERABAKI-6-IPUIN KONTAKETA,0.0,4763.5,0.0,3972.38,791.12,3972.38,3972.38,3972.38,3972.38,2017,33210,,2,,09
1 09.227.98.231.03 2017,5788.0,HERABAKI-5-KULTUR AISIALDI EKINTZAK,0.0,25000.0,0.0,25000.0,0.0,10000.4,3096.3,3096.3,3096.3,2017,23103,,2,,09
1 09.227.99.231.03 2017,5789.0,HERABAKI-27-KIROL IKASTAROAK,0.0,9000.0,0.0,9000.0,0.0,8762.57,1805.57,1805.57,1805.57,2017,23103,,2,,09
1 09.227.99.323.00 2017,5790.0,HERABAKI-31-IKASLE ETORRIBERRIAK,0.0,1131.49,0.0,1131.49,0.0,1131.49,1131.49,1131.49,1131.49,2017,32300,,2,,09
1 09.601.01.151.10 2017,5791.0,HERABAKI-4-ETXEBERRI 7 MALDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,15110,,6,,09
1 09.601.01.342.09 2018,5649.0,HE-6-ATL PISTA INGURUA,17000.0,17000.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,2018,34209,,6,,09
1 09.601.01.924.10 2018,5650.0,HERNANI ERABAKI INBERTSIOAK,2300.0,2300.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,2018,92410,,6,,09
1 09.609.01.133.00 2018,5651.0,HE-10-MOTO APARKALEKUAK,700.0,700.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,2018,13300,,6,,09
1 09.609.01.134.00 2017,5792.0,HERABAKI-24-SAGASTIALDE LAIZTIAGA SARBID,0.0,52915.43,0.0,45210.3,7705.13,45210.3,45210.3,45210.3,45210.3,2017,13400,,6,,09
1 09.609.01.153.30 2018,5254.0,HE-4-KOLUNPIOAK,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,2018,15330,,6,,09
1 09.609.01.153.30 2017,5793.0,HERABAKI-28-LEOKA LABADEROA,0.0,9000.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.609.01.172.20 2018,5652.0,HE-5-PEPERONTZIAK,5000.0,5000.0,0.0,4942.85,57.15,4942.85,4942.85,4942.85,4942.85,2018,17220,,6,,09
1 09.609.01.342.02 2017,5794.0,HERABAKI-34-ZUBIPE LANAK,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,2017,34202,,6,,09
1 09.609.02.153.30 2018,4903.0,HE-9-BANKUAK,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2018,15330,,6,,09
1 09.609.02.153.30 2017,5795.0,HERABAKI-7-HAUR PARKEAK,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.609.03.153.30 2017,5796.0,HERABAKI-21-MARKESINA ZIKUÑAGA,0.0,10000.0,0.0,10000.0,0.0,7901.3,0.0,0.0,0.0,2017,15330,,6,,09
1 09.609.03.341.00 2017,5797.0,HERABAKI-26-KIROL MAKINAK PARKEAN,0.0,22000.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,2017,34100,,6,,09
1 09.609.04.153.30 2017,5798.0,HERABAKI-3-PARKEAK,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.609.98.153.30 2017,5800.0,HERABAKI-12-KARABEL PARKEA,0.0,120000.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.609.99.153.30 2017,5801.0,HERABAKI-27-SORGINTXULO PLAZA,0.0,665.0,0.0,665.0,0.0,665.0,665.0,665.0,665.0,2017,15330,,6,,09
1 09.609.99.161.00 2017,5815.0,HERABAKI-13-ITURRIAK,0.0,16922.0,0.0,16922.0,0.0,0.0,0.0,0.0,0.0,2017,16100,,6,,09
1 09.609.99.171.00 2017,5802.0,HERABAKI-19-LANDAKETAK HONDAKINAK,0.0,9000.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,2017,17100,,6,,09
1 09.622.01.323.10 2017,5803.0,HERABAKI-32-ZIKUÑAGA IKASTETXEA,0.0,7200.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,2017,32310,,6,,09
1 09.622.02.342.09 2018,5653.0,HE1-ATLETISMO PISTA BERRITZEA,165000.0,165000.0,0.0,165000.0,0.0,123420.0,0.0,0.0,0.0,2018,34209,,6,,09
1 09.622.02.920.02 2018,5654.0,HE-8-ARGITERIA AURREZPENA,150000.0,150000.0,0.0,150000.0,0.0,26753.5,5003.35,5003.35,5003.35,2018,92002,,6,,09
1 09.623.02.165.00 2017,5804.0,HERABAKI-8-SMART HERRIA,0.0,2408.0,0.0,2407.0,1.0,2407.0,2407.0,2407.0,2407.0,2017,16500,,6,,09
1 09.623.02.342.03 2016,5805.0,HERABAKI-17-LANDARE HOBEKUNTZAK,0.0,42319.0,0.0,42319.0,0.0,42139.0,42139.0,42139.0,42139.0,2016,34203,,6,,09
1 09.623.03.165.00 2018,5655.0,HE-2-ARGITERIA-ERGOBIA-IBAIONDO,15000.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2018,16500,,6,,09
1 09.623.04.165.00 2018,5656.0,HE-3-ARGITERIA LANAK,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2018,16500,,6,,09
1 09.623.98.165.00 2017,5806.0,HERABAKI-10-PROGRAMADOREA,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,2017,16500,,6,,09
1 09.625.01.153.30 2017,5807.0,HERABAKI-11-KARABEL PINGPONG,0.0,1600.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,2017,15330,,6,,09
1 09.625.01.342.00 2017,5814.0,HERABAKI-15-KIROLDEGIA-TAKILAK,0.0,2312.37,0.0,2312.37,0.0,2312.37,2312.37,2312.37,2312.37,2017,34200,,6,,09
1 09.643.03.151.10 2018,5657.0,HE-7-AZTERLANA-HARROBIA,20000.0,20000.0,0.0,34848.0,-14848.0,34848.0,13158.75,13158.75,13158.75,2018,15110,,6,,09
